sense_question,wordnet_sense
butterfly n_say_2,butterfly.n.02
butterfly v_say_1,butterfly.v.01
butterfly v_say_2,butterfly.v.02
butterfly v_understand_1,butterfly.v.01
butterfly v_understand_2,butterfly.v.02
button n_say_1,button.n.01
button n_say_2,push_button.n.01
button n_say_3,button.n.03
button n_say_4,button.n.04
button n_say_5,release.n.08
button n_say_6,button.n.07
button v_say_1,button.v.01
button v_say_2,button.v.02
button v_understand_1,button.v.01
button v_understand_2,button.v.02
buy n_say_1,bargain.n.02
buy v_say_1,buy.v.01
buy v_say_2,bribe.v.01
buy v_say_3,buy.v.03
buy v_say_4,buy.v.04
buy v_say_5,buy.v.05
buy v_understand_1,buy.v.01
buy v_understand_2,bribe.v.01
buy v_understand_3,buy.v.03
buy v_understand_4,buy.v.04
buy v_understand_5,buy.v.05
by r_say_1,by.r.01
by r_say_2,aside.r.06
cake n_say_1,cake.n.01
cake n_say_2,patty.n.01
cake n_say_3,cake.n.03
cake v_say_1,coat.v.03
cake v_understand_1,coat.v.03
call n_say_1,call.n.01
call n_say_10,call.n.12
call n_say_2,call.n.02
call n_say_3,cry.n.01
call n_say_5,birdcall.n.01
call n_say_6,call.n.06
call n_say_7,call.n.09
call n_say_8,call.n.10
call n_say_9,call.n.11
call v_say_1,name.v.01
call v_say_10,call.v.10
call v_say_11,call.v.11
call v_say_12,address.v.06
call v_say_13,bid.v.04
call v_say_14,call.v.17
call v_say_15,predict.v.01
call v_say_16,call.v.20
call v_say_17,call.v.21
call v_say_18,call.v.22
call v_say_19,call.v.23
call v_say_2,call.v.02
call v_say_20,call.v.24
call v_say_21,call.v.25
call v_say_22,call.v.26
call v_say_23,call.v.27
call v_say_24,call.v.28
call v_say_3,call.v.03
call v_say_4,shout.v.02
call v_say_5,call.v.05
call v_say_6,visit.v.03
call v_say_7,call.v.07
call v_say_8,call.v.08
call v_say_9,call.v.09
call v_understand_1,name.v.01
call v_understand_10,call.v.10
call v_understand_11,call.v.11
call v_understand_12,address.v.06
call v_understand_13,bid.v.04
call v_understand_14,call.v.17
call v_understand_15,predict.v.01
call v_understand_16,call.v.20
call v_understand_17,call.v.21
call v_understand_18,call.v.22
call v_understand_19,call.v.23
call v_understand_2,call.v.02
call v_understand_20,call.v.24
call v_understand_21,call.v.25
call v_understand_22,call.v.26
call v_understand_23,call.v.27
call v_understand_24,call.v.28
call v_understand_3,call.v.03
call v_understand_4,shout.v.02
call v_understand_5,call.v.05
call v_understand_6,visit.v.03
call v_understand_7,call.v.07
call v_understand_8,call.v.08
call v_understand_9,call.v.09
camera n_say_1,camera.n.01
can n_say_1,can.n.01
can n_say_2,can.n.02
can n_say_3,can.n.03
can n_say_4,buttocks.n.01
can n_say_5,toilet.n.02
can n_say_6,toilet.n.01
can v_say_1,can.v.01
can v_say_2,displace.v.03
can v_say_3,can.v.01
can v_understand_1,can.v.01
can v_understand_2,displace.v.03
can v_understand_3,can.v.01
candy calibration_say_1,candy.n.01
candy calibration_understand_1,candy.n.01
candy n_say_1,candy.n.01
candy v_say_1,sugarcoat.v.01
candy v_understand_1,sugarcoat.v.01
car n_say_1,car.n.01
car n_say_2,car.n.02
car n_say_3,car.n.03
car n_say_4,car.n.04
car n_say_5,cable_car.n.01
careful adj_say_1,careful.a.01
careful adj_say_2,careful.s.02
careful adj_say_3,careful.s.03
careful adj_say_4,careful.s.04
careful adj_say_5,careful.s.05
careful adj_understand_1,careful.a.01
careful adj_understand_2,careful.s.02
careful adj_understand_3,careful.s.03
careful adj_understand_4,careful.s.04
careful adj_understand_5,careful.s.05
carrots n_say_1,carrot.n.01
carrots n_say_2,carrot.n.02
carrots n_say_3,carrot.n.03
carry n_say_1,carry.n.01
carry v_say_1,transport.v.02
carry v_say_10,carry.v.10
carry v_say_11,carry.v.11
carry v_say_12,carry.v.12
carry v_say_13,behave.v.02
carry v_say_14,stock.v.01
carry v_say_15,carry.v.15
carry v_say_16,dribble.v.03
carry v_say_17,carry.v.17
carry v_say_18,carry.v.18
carry v_say_19,carry.v.19
carry v_say_2,carry.v.02
carry v_say_20,carry.v.20
carry v_say_21,carry.v.21
carry v_say_22,carry.v.22
carry v_say_23,carry.v.23
carry v_say_24,carry.v.24
carry v_say_25,carry.v.25
carry v_say_26,carry.v.26
carry v_say_27,carry.v.27
carry v_say_28,carry.v.29
carry v_say_29,carry.v.30
carry v_say_3,impart.v.03
carry v_say_30,carry.v.31
carry v_say_31,carry.v.32
carry v_say_32,carry.v.34
carry v_say_33,carry.v.35
carry v_say_34,carry.v.36
carry v_say_35,carry.v.38
carry v_say_36,carry.v.39
carry v_say_37,have_a_bun_in_the_oven.v.01
carry v_say_4,carry.v.04
carry v_say_5,carry.v.05
carry v_say_6,hold.v.14
carry v_say_7,hold.v.11
carry v_say_8,carry.v.08
carry v_say_9,carry.v.09
carry v_understand_1,transport.v.02
carry v_understand_10,carry.v.10
carry v_understand_11,carry.v.11
carry v_understand_12,carry.v.12
carry v_understand_13,behave.v.02
carry v_understand_14,stock.v.01
carry v_understand_15,carry.v.15
carry v_understand_16,dribble.v.03
carry v_understand_17,carry.v.17
carry v_understand_18,carry.v.18
carry v_understand_19,carry.v.19
carry v_understand_2,carry.v.02
carry v_understand_20,carry.v.20
carry v_understand_21,carry.v.21
carry v_understand_22,carry.v.22
carry v_understand_23,carry.v.23
carry v_understand_24,carry.v.24
carry v_understand_25,carry.v.25
carry v_understand_26,carry.v.26
carry v_understand_27,carry.v.27
carry v_understand_28,carry.v.29
carry v_understand_29,carry.v.30
carry v_understand_3,impart.v.03
carry v_understand_30,carry.v.31
carry v_understand_31,carry.v.32
carry v_understand_32,carry.v.34
carry v_understand_33,carry.v.35
carry v_understand_34,carry.v.36
carry v_understand_35,carry.v.38
carry v_understand_36,carry.v.39
carry v_understand_37,have_a_bun_in_the_oven.v.01
carry v_understand_4,carry.v.04
carry v_understand_5,carry.v.05
carry v_understand_6,hold.v.14
carry v_understand_7,hold.v.11
carry v_understand_8,carry.v.08
carry v_understand_9,carry.v.09
cat calibration_say_1,cat.n.01
cat calibration_understand_1,cat.n.01
cat n_say_1,cat.n.01
cat n_say_2,cat.n.03
cat n_say_3,big_cat.n.01
catch n_say_1,catch.n.01
catch n_say_10,apprehension.n.04
catch n_say_2,catch.n.02
catch n_say_3,catch.n.03
catch n_say_4,catch.n.04
catch n_say_5,catch.n.05
catch n_say_6,catch.n.06
catch n_say_7,catch.n.07
catch n_say_8,catch.n.08
catch n_say_9,catch.n.09
catch v_say_1,catch.v.01
catch v_say_10,catch.v.10
catch v_say_11,overtake.v.01
catch v_say_12,catch.v.12
catch v_say_13,catch.v.13
catch v_say_14,catch.v.14
catch v_say_15,watch.v.03
catch v_say_16,catch.v.16
catch v_say_17,trip_up.v.01
catch v_say_18,catch.v.18
catch v_say_19,catch.v.19
catch v_say_2,catch.v.02
catch v_say_20,catch.v.20
catch v_say_21,catch.v.21
catch v_say_22,catch.v.22
catch v_say_23,capture.v.02
catch v_say_24,catch.v.24
catch v_say_25,catch.v.25
catch v_say_26,catch.v.26
catch v_say_27,catch.v.27
catch v_say_28,catch.v.28
catch v_say_29,catch.v.29
catch v_say_3,get.v.19
catch v_say_4,catch.v.04
catch v_say_5,get.v.11
catch v_say_6,hitch.v.01
catch v_say_7,catch.v.07
catch v_say_8,capture.v.06
catch v_say_9,catch.v.09
catch v_understand_1,catch.v.01
catch v_understand_10,catch.v.10
catch v_understand_11,overtake.v.01
catch v_understand_12,catch.v.12
catch v_understand_13,catch.v.13
catch v_understand_14,catch.v.14
catch v_understand_15,watch.v.03
catch v_understand_16,catch.v.16
catch v_understand_17,trip_up.v.01
catch v_understand_18,catch.v.18
catch v_understand_19,catch.v.19
catch v_understand_2,catch.v.02
catch v_understand_20,catch.v.20
catch v_understand_21,catch.v.21
catch v_understand_22,catch.v.22
catch v_understand_23,capture.v.02
catch v_understand_24,catch.v.24
catch v_understand_25,catch.v.25
catch v_understand_26,catch.v.26
catch v_understand_27,catch.v.27
catch v_understand_28,catch.v.28
catch v_understand_29,catch.v.29
catch v_understand_3,get.v.19
catch v_understand_4,catch.v.04
catch v_understand_5,get.v.11
catch v_understand_6,hitch.v.01
catch v_understand_7,catch.v.07
catch v_understand_8,capture.v.06
catch v_understand_9,catch.v.09
cereal adj_say_1,cereal.a.01
cereal adj_understand_1,cereal.a.01
cereal n_say_1,cereal.n.01
cereal n_say_2,grain.n.02
cereal n_say_3,cereal.n.03
chair n_say_1,chair.n.01
chair n_say_2,professorship.n.01
chair n_say_3,president.n.04
chair n_say_4,electric_chair.n.01
chair n_say_5,chair.n.05
chair v_say_1,chair.v.01
chair v_say_2,moderate.v.01
chair v_understand_1,chair.v.01
chair v_understand_2,moderate.v.01
chalk n_say_1,chalk.n.01
chalk n_say_2,chalk.n.02
chalk n_say_3,chalk.n.04
chalk v_say_1,chalk.v.01
chalk v_understand_1,chalk.v.01
chase n_say_1,pursuit.n.01
chase v_say_1,chase.v.01
chase v_say_2,chase.v.02
chase v_understand_1,chase.v.01
chase v_understand_2,chase.v.02
cheek n_say_1,cheek.n.01
cheek n_say_2,impudence.n.01
cheek n_say_3,buttock.n.01
cheek n_say_4,boldness.n.02
cheek v_say_1,cheek.v.01
cheek v_understand_1,cheek.v.01
cheerios n_say_1,adieu.n.01
cheese n_say_1,cheese.n.01
cheese v_say_1,cheese.v.02
cheese v_understand_1,cheese.v.02
chicken adj_say_1,chicken.s.01
chicken adj_understand_1,chicken.s.01
chicken n_say_1,chicken.n.01
chicken n_say_2,chicken.n.02
chicken n_say_3,wimp.n.01
chicken n_say_4,chicken.n.04
chin n_say_1,chin.n.01
chin v_say_1,chin.v.01
chin v_understand_1,chin.v.01
chips n_say_1,french_fries.n.01
chips n_say_2,bit.n.02
chips n_say_3,chip.n.04
chips n_say_4,check.n.09
chips n_say_5,chip.n.06
chips n_say_6,chip.n.07
chips n_say_7,chip.n.08
chips n_say_8,chip.n.09
chips v_say_1,chip.v.01
chips v_say_2,chip.v.03
chips v_say_3,chip.v.04
chips v_say_4,chip.v.05
chips v_understand_1,chip.v.01
chips v_understand_2,chip.v.03
chips v_understand_3,chip.v.04
chips v_understand_4,chip.v.05
chocolate n_say_1,cocoa.n.01
chocolate n_say_2,chocolate.n.02
chocolate n_say_3,chocolate.n.03
church n_say_1,church.n.01
church n_say_2,church.n.02
church n_say_3,church_service.n.01
church n_say_4,church.n.04
church v_say_1,church.v.01
church v_understand_1,church.v.01
circus n_say_2,circus.n.02
circus n_say_3,circus.n.03
circus n_say_4,circus.n.05
clap n_say_1,bang.n.02
clap n_say_2,clack.n.01
clap v_say_1,clap.v.02
clap v_say_2,applaud.v.01
clap v_say_3,clap.v.04
clap v_say_4,clap.v.05
clap v_say_5,clap.v.06
clap v_say_6,clap.v.07
clap v_understand_1,clap.v.02
clap v_understand_2,applaud.v.01
clap v_understand_3,clap.v.04
clap v_understand_4,clap.v.05
clap v_understand_5,clap.v.06
clap v_understand_6,clap.v.07
clean adj_say_1,clean.a.01
clean adj_say_10,blank.s.01
clean adj_say_11,clean.s.13
clean adj_say_12,clean.s.14
clean adj_say_13,clean.s.15
clean adj_say_14,clean.s.16
clean adj_say_15,clean.s.17
clean adj_say_16,clean.s.18
clean adj_say_2,clean.s.02
clean adj_say_3,clean.s.03
clean adj_say_4,clean.s.04
clean adj_say_5,clean.s.05
clean adj_say_6,clean.a.07
clean adj_say_7,clean.a.08
clean adj_say_8,uninfected.s.01
clean adj_say_9,clean.s.11
clean adj_understand_1,clean.a.01
clean adj_understand_10,blank.s.01
clean adj_understand_11,clean.s.13
clean adj_understand_12,clean.s.14
clean adj_understand_13,clean.s.15
clean adj_understand_14,clean.s.16
clean adj_understand_15,clean.s.17
clean adj_understand_16,clean.s.18
clean adj_understand_2,clean.s.02
clean adj_understand_3,clean.s.03
clean adj_understand_4,clean.s.04
clean adj_understand_5,clean.s.05
clean adj_understand_6,clean.a.07
clean adj_understand_7,clean.a.08
clean adj_understand_8,uninfected.s.01
clean adj_understand_9,clean.s.11
clean r_say_1,clean.r.01
clean r_say_2,fairly.r.03
clean v_say_1,clean.v.01
clean v_say_2,clean.v.02
clean v_say_3,houseclean.v.01
clean v_say_4,cleanse.v.01
clean v_say_5,clean.v.05
clean v_say_6,clean.v.07
clean v_say_7,clean.v.08
clean v_say_8,scavenge.v.04
clean v_say_9,clean.v.10
clean v_understand_1,clean.v.01
clean v_understand_2,clean.v.02
clean v_understand_3,houseclean.v.01
clean v_understand_4,cleanse.v.01
clean v_understand_5,clean.v.05
clean v_understand_6,clean.v.07
clean v_understand_7,clean.v.08
clean v_understand_8,scavenge.v.04
clean v_understand_9,clean.v.10
climb n_say_1,ascent.n.01
climb n_say_2,climb.n.02
climb n_say_3,climb.n.03
climb v_say_1,climb.v.01
climb v_say_2,climb.v.02
climb v_say_3,wax.v.02
climb v_say_4,climb.v.04
climb v_say_5,climb.v.05
climb v_say_6,rise.v.02
climb v_understand_1,climb.v.01
climb v_understand_2,climb.v.02
climb v_understand_3,wax.v.02
climb v_understand_4,climb.v.04
climb v_understand_5,climb.v.05
climb v_understand_6,rise.v.02
clock n_say_1,clock.n.01
clock v_say_1,clock.v.01
clock v_understand_1,clock.v.01
close adj_say_1,close.a.01
close adj_say_10,close.s.11
close adj_say_11,close.s.12
close adj_say_12,close.s.13
close adj_say_13,close.s.15
close adj_say_2,close.a.02
close adj_say_3,near.a.01
close adj_say_4,close.s.04
close adj_say_5,close.s.05
close adj_say_6,close.s.06
close adj_say_7,close.s.07
close adj_say_8,airless.s.01
close adj_say_9,close.s.10
close adj_understand_1,close.a.01
close adj_understand_10,close.s.11
close adj_understand_11,close.s.12
close adj_understand_12,close.s.13
close adj_understand_13,close.s.15
close adj_understand_2,close.a.02
close adj_understand_3,near.a.01
close adj_understand_4,close.s.04
close adj_understand_5,close.s.05
close adj_understand_6,close.s.06
close adj_understand_7,close.s.07
close adj_understand_8,airless.s.01
close adj_understand_9,close.s.10
close n_say_1,stopping_point.n.01
close n_say_2,conclusion.n.08
close n_say_3,finale.n.03
close r_say_1,near.r.01
close r_say_2,close.r.02
close v_say_1,close.v.01
close v_say_10,close.v.11
close v_say_11,close.v.12
close v_say_12,close.v.13
close v_say_13,close.v.14
close v_say_14,close.v.15
close v_say_15,close_up.v.03
close v_say_16,close.v.17
close v_say_2,close.v.02
close v_say_3,close_up.v.01
close v_say_4,close.v.04
close v_say_5,conclude.v.04
close v_say_6,close.v.07
close v_say_7,close.v.08
close v_say_8,close.v.09
close v_say_9,close.v.10
close v_understand_1,close.v.01
close v_understand_10,close.v.11
close v_understand_11,close.v.12
close v_understand_12,close.v.13
close v_understand_13,close.v.14
close v_understand_14,close.v.15
close v_understand_15,close_up.v.03
close v_understand_16,close.v.17
close v_understand_2,close.v.02
close v_understand_3,close_up.v.01
close v_understand_4,close.v.04
close v_understand_5,conclude.v.04
close v_understand_6,close.v.07
close v_understand_7,close.v.08
close v_understand_8,close.v.09
close v_understand_9,close.v.10
closet n_say_1,cupboard.n.01
closet n_say_2,water_closet.n.01
closet n_say_3,wardrobe.n.01
closet n_say_4,closet.n.04
closet v_say_1,closet.v.01
closet v_understand_1,closet.v.01
cloud n_say_1,cloud.n.01
cloud n_say_2,cloud.n.02
cloud n_say_3,cloud.n.03
cloud n_say_4,cloud.n.04
cloud n_say_5,swarm.n.02
cloud v_say_1,overcast.v.01
cloud v_say_2,obscure.v.01
cloud v_say_3,cloud.v.03
cloud v_say_4,cloud.v.04
cloud v_say_5,defile.v.01
cloud v_say_6,cloud.v.06
cloud v_say_7,mottle.v.02
cloud v_say_8,cloud.v.08
cloud v_understand_1,overcast.v.01
cloud v_understand_2,obscure.v.01
cloud v_understand_3,cloud.v.03
cloud v_understand_4,cloud.v.04
cloud v_understand_5,defile.v.01
cloud v_understand_6,cloud.v.06
cloud v_understand_7,mottle.v.02
cloud v_understand_8,cloud.v.08
clown n_say_1,clown.n.01
clown n_say_2,clown.n.02
clown v_say_1,clown.v.01
clown v_understand_1,clown.v.01
coat n_say_1,coat.n.01
coat n_say_2,coating.n.01
coat n_say_3,coat.n.03
coat v_say_1,coat.v.01
coat v_say_2,coat.v.02
coat v_say_3,coat.v.03
coat v_understand_1,coat.v.01
coat v_understand_2,coat.v.02
coat v_understand_3,coat.v.03
coffee n_say_1,coffee.n.01
coffee n_say_2,coffee.n.02
coffee n_say_3,coffee_bean.n.01
coffee n_say_4,chocolate.n.03
coke n_say_1,coca_cola.n.01
cold adj_say_1,cold.a.01
cold adj_say_2,cold.a.02
cold adj_say_3,cold.s.03
cold adj_say_4,cold.s.04
cold adj_say_5,cold.s.09
cold adj_say_6,cold.s.10
cold adj_say_7,cold.s.11
cold adj_say_8,cold.s.12
cold adj_say_9,cold.s.13
cold adj_understand_1,cold.a.01
cold adj_understand_2,cold.a.02
cold adj_understand_3,cold.s.03
cold adj_understand_4,cold.s.04
cold adj_understand_5,cold.s.09
cold adj_understand_6,cold.s.10
cold adj_understand_7,cold.s.11
cold adj_understand_8,cold.s.12
cold adj_understand_9,cold.s.13
cold n_say_1,cold.n.01
cold n_say_2,coldness.n.03
cold n_say_3,cold.n.03
comb n_say_1,comb.n.01
comb n_say_2,comb.n.02
comb n_say_3,comb.n.03
comb n_say_4,comb.n.05
comb v_say_1,comb.v.01
comb v_say_2,comb.v.02
comb v_say_3,comb.v.03
comb v_understand_1,comb.v.01
comb v_understand_2,comb.v.02
comb v_understand_3,comb.v.03
cook n_say_1,cook.n.01
cook v_say_1,cook.v.01
cook v_say_2,cook.v.02
cook v_say_3,cook.v.03
cook v_say_4,cook.v.05
cook v_understand_1,cook.v.01
cook v_understand_2,cook.v.02
cook v_understand_3,cook.v.03
cook v_understand_4,cook.v.05
cookie n_say_1,cookie.n.01
cookie n_say_2,cookie.n.02
cookie n_say_3,cookie.n.03
corn n_say_1,corn.n.01
corn n_say_2,corn.n.02
corn n_say_3,corn.n.03
corn n_say_4,corn.n.04
corn n_say_5,corn.n.05
corn v_say_1,corn.v.01
corn v_say_2,corn.v.02
corn v_understand_1,corn.v.01
corn v_understand_2,corn.v.02
couch n_say_1,sofa.n.01
cover n_say_1,screen.n.04
cover n_say_2,blanket.n.01
cover n_say_3,cover.n.03
cover n_say_4,binding.n.05
cover n_say_5,covering.n.01
cover n_say_6,top.n.09
cover n_say_7,cover.n.07
cover n_say_8,cover.n.09
cover n_say_9,cover.n.10
cover v_say_1,cover.v.01
cover v_say_10,cover.v.10
cover v_say_11,cover.v.11
cover v_say_12,cover.v.12
cover v_say_13,cover.v.13
cover v_say_14,cover.v.15
cover v_say_15,cover.v.16
cover v_say_16,cover.v.17
cover v_say_17,cover.v.18
cover v_say_18,cover.v.19
cover v_say_19,shroud.v.01
cover v_say_2,cover.v.02
cover v_say_20,overlay.v.01
cover v_say_21,cover.v.24
cover v_say_22,brood.v.05
cover v_say_23,cover.v.26
cover v_say_3,cover.v.03
cover v_say_4,cover.v.04
cover v_say_5,cover.v.05
cover v_say_6,embrace.v.01
cover v_say_7,traverse.v.01
cover v_say_8,report.v.05
cover v_say_9,cover.v.09
cover v_understand_1,cover.v.01
cover v_understand_10,cover.v.10
cover v_understand_11,cover.v.11
cover v_understand_12,cover.v.12
cover v_understand_13,cover.v.13
cover v_understand_14,cover.v.15
cover v_understand_15,cover.v.16
cover v_understand_16,cover.v.17
cover v_understand_17,cover.v.18
cover v_understand_18,cover.v.19
cover v_understand_19,shroud.v.01
cover v_understand_2,cover.v.02
cover v_understand_20,overlay.v.01
cover v_understand_21,cover.v.24
cover v_understand_22,brood.v.05
cover v_understand_23,cover.v.26
cover v_understand_3,cover.v.03
cover v_understand_4,cover.v.04
cover v_understand_5,cover.v.05
cover v_understand_6,embrace.v.01
cover v_understand_7,traverse.v.01
cover v_understand_8,report.v.05
cover v_understand_9,cover.v.09
cow n_say_2,cow.n.02
cow n_say_3,cow.n.03
cowboy n_say_1,cowboy.n.01
cowboy n_say_2,cowboy.n.02
cowboy n_say_3,cowboy.n.03
cracker n_say_1,cracker.n.01
cracker n_say_2,firecracker.n.01
cracker n_say_3,cracker.n.05
crayon n_say_1,crayon.n.01
crayon v_say_1,crayon.v.01
crayon v_understand_1,crayon.v.01
crib n_say_1,crib.n.01
crib n_say_2,crib.n.03
crib v_say_1,crib.v.03
crib v_understand_1,crib.v.03
cry n_say_1,cry.n.01
cry n_say_2,cry.n.02
cry n_say_3,war_cry.n.01
cry n_say_4,cry.n.04
cry n_say_5,cry.n.05
cry v_say_1,shout.v.02
cry v_say_2,cry.v.02
cry v_say_3,exclaim.v.01
cry v_say_4,cry.v.04
cry v_say_5,cry.v.05
cry v_say_6,cry.v.06
cry v_say_7,cry.v.07
cry v_understand_1,shout.v.02
cry v_understand_2,cry.v.02
cry v_understand_3,exclaim.v.01
cry v_understand_4,cry.v.04
cry v_understand_5,cry.v.05
cry v_understand_6,cry.v.06
cry v_understand_7,cry.v.07
cup n_say_1,cup.n.01
cup n_say_2,cup.n.02
cup n_say_3,cup.n.03
cup n_say_4,cup.n.04
cup n_say_5,cup.n.06
