study_name,participant_id,qualtrics_code,aoa,full_question,group,lemma
pro_pilot,pro_pilot_0,x72_lemma_aoa,2,cat_1 - When did you learn the word [[Field-2]]?,cat_1,cat
pro_pilot,pro_pilot_0,x106_lemma_aoa,2,see_1 - When did you learn the word [[Field-2]]?,see_1,see
pro_pilot,pro_pilot_0,x216_lemma_aoa,2,spoon_1 - When did you learn the word [[Field-2]]?,spoon_1,spoon
pro_pilot,pro_pilot_0,x247_lemma_aoa,3,animal_1 - When did you learn the word [[Field-2]]?,animal_1,animal
pro_pilot,pro_pilot_0,x299_lemma_aoa,3,catch_4 - When did you learn the word [[Field-2]]?,catch_4,catch
pro_pilot,pro_pilot_0,x344_lemma_aoa,2,water_1 - When did you learn the word [[Field-2]]?,water_1,water
pro_pilot,pro_pilot_0,x379_lemma_aoa,2,dog_2 - When did you learn the word [[Field-2]]?,dog_2,dog
pro_pilot,pro_pilot_0,x381_lemma_aoa,3,dirty_2 - When did you learn the word [[Field-2]]?,dirty_2,dirty
pro_pilot,pro_pilot_0,x444_lemma_aoa,2,cry_2 - When did you learn the word [[Field-2]]?,cry_2,cry
pro_pilot,pro_pilot_0,x450_lemma_aoa,3,sun_1 - When did you learn the word [[Field-2]]?,sun_1,sun
pro_pilot,pro_pilot_0,x459_lemma_aoa,3,shower_2 - When did you learn the word [[Field-2]]?,shower_2,shower
pro_pilot,pro_pilot_0,x461_lemma_aoa,2,fork_1 - When did you learn the word [[Field-2]]?,fork_1,fork
pro_pilot,pro_pilot_0,x472_lemma_aoa,3,tired_1 - When did you learn the word [[Field-2]]?,tired_1,tired
pro_pilot,pro_pilot_0,x479_lemma_aoa,4,lamp_1 - When did you learn the word [[Field-2]]?,lamp_1,lamp
pro_pilot,pro_pilot_0,x485_lemma_aoa,2,blanket_1 - When did you learn the word [[Field-2]]?,blanket_1,blanket
pro_pilot,pro_pilot_0,x492_lemma_aoa,3,mouse_1 - When did you learn the word [[Field-2]]?,mouse_1,mouse
pro_pilot,pro_pilot_0,x493_lemma_aoa,3,wet_1 - When did you learn the word [[Field-2]]?,wet_1,wet
pro_pilot,pro_pilot_0,x494_lemma_aoa,3,dirty_1 - When did you learn the word [[Field-2]]?,dirty_1,dirty
pro_pilot,pro_pilot_0,x514_lemma_aoa,2,hug_1 - When did you learn the word [[Field-2]]?,hug_1,hug
pro_pilot,pro_pilot_0,x539_lemma_aoa,3,money_1 - When did you learn the word [[Field-2]]?,money_1,money
pro_pilot,pro_pilot_0,x554_lemma_aoa,3,squirrel_1 - When did you learn the word [[Field-2]]?,squirrel_1,squirrel
pro_pilot,pro_pilot_0,x572_lemma_aoa,3,awake_1 - When did you learn the word [[Field-2]]?,awake_1,awake
pro_pilot,pro_pilot_0,x574_lemma_aoa,2,potty_1 - When did you learn the word [[Field-2]]?,potty_1,potty
pro_pilot,pro_pilot_0,x578_lemma_aoa,2,helicopter_1 - When did you learn the word [[Field-2]]?,helicopter_1,helicopter
pro_pilot,pro_pilot_0,x580_lemma_aoa,3,break_3 - When did you learn the word [[Field-2]]?,break_3,break
pro_pilot,pro_pilot_0,x582_lemma_aoa,3,break_8 - When did you learn the word [[Field-2]]?,break_8,break
pro_pilot,pro_pilot_0,x586_lemma_aoa,2,read_1 - When did you learn the word [[Field-2]]?,read_1,read
pro_pilot,pro_pilot_0,x590_lemma_aoa,2,head_7 - When did you learn the word [[Field-2]]?,head_7,head
pro_pilot,pro_pilot_0,x598_lemma_aoa,3,kitchen_1 - When did you learn the word [[Field-2]]?,kitchen_1,kitchen
pro_pilot,pro_pilot_0,x662_lemma_aoa,2,drink_1 - When did you learn the word [[Field-2]]?,drink_1,drink
pro_pilot,pro_pilot_0,x703_lemma_aoa,3,pull_3 - When did you learn the word [[Field-2]]?,pull_3,pull
pro_pilot,pro_pilot_0,x712_lemma_aoa,4,lollipop_1 - When did you learn the word [[Field-2]]?,lollipop_1,lollipop
pro_pilot,pro_pilot_0,x723_lemma_aoa,2,wash_1 - When did you learn the word [[Field-2]]?,wash_1,wash
pro_pilot,pro_pilot_0,x760_lemma_aoa,3,calib_glue_1 - When did you learn the word [[Field-2]]?,calib_glue_1,glue
pro_pilot,pro_pilot_0,x761_lemma_aoa,2,calib_ball_3 - When did you learn the word [[Field-2]]?,calib_ball_3,ball
pro_pilot,pro_pilot_0,x762_lemma_aoa,4,calib_stone_2 - When did you learn the word [[Field-2]]?,calib_stone_2,stone
pro_pilot,pro_pilot_0,x763_lemma_aoa,1,calib_puppy_1 - When did you learn the word [[Field-2]]?,calib_puppy_1,puppy
pro_pilot,pro_pilot_0,x764_lemma_aoa,2,attn_sock_1 - When did you learn the word [[Field-2]]?,attn_sock_1,sock
pro_pilot,pro_pilot_0,x765_lemma_aoa,3,attn_cake_1 - When did you learn the word [[Field-2]]?,attn_cake_1,cake
pro_pilot,pro_pilot_0,x766_lemma_aoa,3,attn_sandbox_1 - When did you learn the word [[Field-2]]?,attn_sandbox_1,sandbox
pro_pilot,pro_pilot_1,x72_lemma_aoa,2,cat_1 - When did you learn the word [[Field-2]]?,cat_1,cat
pro_pilot,pro_pilot_1,x106_lemma_aoa,1,see_1 - When did you learn the word [[Field-2]]?,see_1,see
pro_pilot,pro_pilot_1,x216_lemma_aoa,1,spoon_1 - When did you learn the word [[Field-2]]?,spoon_1,spoon
pro_pilot,pro_pilot_1,x247_lemma_aoa,2,animal_1 - When did you learn the word [[Field-2]]?,animal_1,animal
pro_pilot,pro_pilot_1,x299_lemma_aoa,2,catch_4 - When did you learn the word [[Field-2]]?,catch_4,catch
pro_pilot,pro_pilot_1,x344_lemma_aoa,1,water_1 - When did you learn the word [[Field-2]]?,water_1,water
pro_pilot,pro_pilot_1,x379_lemma_aoa,2,dog_2 - When did you learn the word [[Field-2]]?,dog_2,dog
pro_pilot,pro_pilot_1,x381_lemma_aoa,2,dirty_2 - When did you learn the word [[Field-2]]?,dirty_2,dirty
pro_pilot,pro_pilot_1,x444_lemma_aoa,1,cry_2 - When did you learn the word [[Field-2]]?,cry_2,cry
pro_pilot,pro_pilot_1,x450_lemma_aoa,2,sun_1 - When did you learn the word [[Field-2]]?,sun_1,sun
pro_pilot,pro_pilot_1,x459_lemma_aoa,2,shower_2 - When did you learn the word [[Field-2]]?,shower_2,shower
pro_pilot,pro_pilot_1,x461_lemma_aoa,1,fork_1 - When did you learn the word [[Field-2]]?,fork_1,fork
pro_pilot,pro_pilot_1,x472_lemma_aoa,1,tired_1 - When did you learn the word [[Field-2]]?,tired_1,tired
pro_pilot,pro_pilot_1,x479_lemma_aoa,3,lamp_1 - When did you learn the word [[Field-2]]?,lamp_1,lamp
pro_pilot,pro_pilot_1,x485_lemma_aoa,1,blanket_1 - When did you learn the word [[Field-2]]?,blanket_1,blanket
pro_pilot,pro_pilot_1,x492_lemma_aoa,3,mouse_1 - When did you learn the word [[Field-2]]?,mouse_1,mouse
pro_pilot,pro_pilot_1,x493_lemma_aoa,2,wet_1 - When did you learn the word [[Field-2]]?,wet_1,wet
pro_pilot,pro_pilot_1,x494_lemma_aoa,2,dirty_1 - When did you learn the word [[Field-2]]?,dirty_1,dirty
pro_pilot,pro_pilot_1,x514_lemma_aoa,2,hug_1 - When did you learn the word [[Field-2]]?,hug_1,hug
pro_pilot,pro_pilot_1,x539_lemma_aoa,4,money_1 - When did you learn the word [[Field-2]]?,money_1,money
pro_pilot,pro_pilot_1,x554_lemma_aoa,3,squirrel_1 - When did you learn the word [[Field-2]]?,squirrel_1,squirrel
pro_pilot,pro_pilot_1,x572_lemma_aoa,2,awake_1 - When did you learn the word [[Field-2]]?,awake_1,awake
pro_pilot,pro_pilot_1,x574_lemma_aoa,1,potty_1 - When did you learn the word [[Field-2]]?,potty_1,potty
pro_pilot,pro_pilot_1,x578_lemma_aoa,3,helicopter_1 - When did you learn the word [[Field-2]]?,helicopter_1,helicopter
pro_pilot,pro_pilot_1,x580_lemma_aoa,5,break_3 - When did you learn the word [[Field-2]]?,break_3,break
pro_pilot,pro_pilot_1,x582_lemma_aoa,1,break_8 - When did you learn the word [[Field-2]]?,break_8,break
pro_pilot,pro_pilot_1,x586_lemma_aoa,3,read_1 - When did you learn the word [[Field-2]]?,read_1,read
pro_pilot,pro_pilot_1,x590_lemma_aoa,1,head_7 - When did you learn the word [[Field-2]]?,head_7,head
pro_pilot,pro_pilot_1,x598_lemma_aoa,2,kitchen_1 - When did you learn the word [[Field-2]]?,kitchen_1,kitchen
pro_pilot,pro_pilot_1,x662_lemma_aoa,1,drink_1 - When did you learn the word [[Field-2]]?,drink_1,drink
pro_pilot,pro_pilot_1,x703_lemma_aoa,2,pull_3 - When did you learn the word [[Field-2]]?,pull_3,pull
pro_pilot,pro_pilot_1,x712_lemma_aoa,2,lollipop_1 - When did you learn the word [[Field-2]]?,lollipop_1,lollipop
pro_pilot,pro_pilot_1,x723_lemma_aoa,1,wash_1 - When did you learn the word [[Field-2]]?,wash_1,wash
pro_pilot,pro_pilot_1,x760_lemma_aoa,3,calib_glue_1 - When did you learn the word [[Field-2]]?,calib_glue_1,glue
pro_pilot,pro_pilot_1,x761_lemma_aoa,1,calib_ball_3 - When did you learn the word [[Field-2]]?,calib_ball_3,ball
pro_pilot,pro_pilot_1,x762_lemma_aoa,2,calib_stone_2 - When did you learn the word [[Field-2]]?,calib_stone_2,stone
pro_pilot,pro_pilot_1,x763_lemma_aoa,2,calib_puppy_1 - When did you learn the word [[Field-2]]?,calib_puppy_1,puppy
pro_pilot,pro_pilot_1,x764_lemma_aoa,1,attn_sock_1 - When did you learn the word [[Field-2]]?,attn_sock_1,sock
pro_pilot,pro_pilot_1,x765_lemma_aoa,2,attn_cake_1 - When did you learn the word [[Field-2]]?,attn_cake_1,cake
pro_pilot,pro_pilot_1,x766_lemma_aoa,3,attn_sandbox_1 - When did you learn the word [[Field-2]]?,attn_sandbox_1,sandbox
pro_pilot,pro_pilot_2,x72_lemma_aoa,1,cat_1 - When did you learn the word [[Field-2]]?,cat_1,cat
pro_pilot,pro_pilot_2,x106_lemma_aoa,4,see_1 - When did you learn the word [[Field-2]]?,see_1,see
pro_pilot,pro_pilot_2,x216_lemma_aoa,2,spoon_1 - When did you learn the word [[Field-2]]?,spoon_1,spoon
pro_pilot,pro_pilot_2,x247_lemma_aoa,2,animal_1 - When did you learn the word [[Field-2]]?,animal_1,animal
pro_pilot,pro_pilot_2,x299_lemma_aoa,4,catch_4 - When did you learn the word [[Field-2]]?,catch_4,catch
pro_pilot,pro_pilot_2,x344_lemma_aoa,2,water_1 - When did you learn the word [[Field-2]]?,water_1,water
pro_pilot,pro_pilot_2,x379_lemma_aoa,1,dog_2 - When did you learn the word [[Field-2]]?,dog_2,dog
pro_pilot,pro_pilot_2,x381_lemma_aoa,4,dirty_2 - When did you learn the word [[Field-2]]?,dirty_2,dirty
pro_pilot,pro_pilot_2,x444_lemma_aoa,2,cry_2 - When did you learn the word [[Field-2]]?,cry_2,cry
pro_pilot,pro_pilot_2,x450_lemma_aoa,3,sun_1 - When did you learn the word [[Field-2]]?,sun_1,sun
pro_pilot,pro_pilot_2,x459_lemma_aoa,3,shower_2 - When did you learn the word [[Field-2]]?,shower_2,shower
pro_pilot,pro_pilot_2,x461_lemma_aoa,3,fork_1 - When did you learn the word [[Field-2]]?,fork_1,fork
pro_pilot,pro_pilot_2,x472_lemma_aoa,6,tired_1 - When did you learn the word [[Field-2]]?,tired_1,tired
pro_pilot,pro_pilot_2,x479_lemma_aoa,3,lamp_1 - When did you learn the word [[Field-2]]?,lamp_1,lamp
pro_pilot,pro_pilot_2,x485_lemma_aoa,2,blanket_1 - When did you learn the word [[Field-2]]?,blanket_1,blanket
pro_pilot,pro_pilot_2,x492_lemma_aoa,3,mouse_1 - When did you learn the word [[Field-2]]?,mouse_1,mouse
pro_pilot,pro_pilot_2,x493_lemma_aoa,4,wet_1 - When did you learn the word [[Field-2]]?,wet_1,wet
pro_pilot,pro_pilot_2,x494_lemma_aoa,4,dirty_1 - When did you learn the word [[Field-2]]?,dirty_1,dirty
pro_pilot,pro_pilot_2,x514_lemma_aoa,2,hug_1 - When did you learn the word [[Field-2]]?,hug_1,hug
pro_pilot,pro_pilot_2,x539_lemma_aoa,3,money_1 - When did you learn the word [[Field-2]]?,money_1,money
pro_pilot,pro_pilot_2,x554_lemma_aoa,3,squirrel_1 - When did you learn the word [[Field-2]]?,squirrel_1,squirrel
pro_pilot,pro_pilot_2,x572_lemma_aoa,4,awake_1 - When did you learn the word [[Field-2]]?,awake_1,awake
pro_pilot,pro_pilot_2,x574_lemma_aoa,3,potty_1 - When did you learn the word [[Field-2]]?,potty_1,potty
pro_pilot,pro_pilot_2,x578_lemma_aoa,6,helicopter_1 - When did you learn the word [[Field-2]]?,helicopter_1,helicopter
pro_pilot,pro_pilot_2,x580_lemma_aoa,6,break_3 - When did you learn the word [[Field-2]]?,break_3,break
pro_pilot,pro_pilot_2,x582_lemma_aoa,5,break_8 - When did you learn the word [[Field-2]]?,break_8,break
pro_pilot,pro_pilot_2,x586_lemma_aoa,4,read_1 - When did you learn the word [[Field-2]]?,read_1,read
pro_pilot,pro_pilot_2,x590_lemma_aoa,2,head_7 - When did you learn the word [[Field-2]]?,head_7,head
pro_pilot,pro_pilot_2,x598_lemma_aoa,3,kitchen_1 - When did you learn the word [[Field-2]]?,kitchen_1,kitchen
pro_pilot,pro_pilot_2,x662_lemma_aoa,2,drink_1 - When did you learn the word [[Field-2]]?,drink_1,drink
pro_pilot,pro_pilot_2,x703_lemma_aoa,4,pull_3 - When did you learn the word [[Field-2]]?,pull_3,pull
pro_pilot,pro_pilot_2,x712_lemma_aoa,2,lollipop_1 - When did you learn the word [[Field-2]]?,lollipop_1,lollipop
pro_pilot,pro_pilot_2,x723_lemma_aoa,2,wash_1 - When did you learn the word [[Field-2]]?,wash_1,wash
pro_pilot,pro_pilot_2,x760_lemma_aoa,3,calib_glue_1 - When did you learn the word [[Field-2]]?,calib_glue_1,glue
pro_pilot,pro_pilot_2,x761_lemma_aoa,2,calib_ball_3 - When did you learn the word [[Field-2]]?,calib_ball_3,ball
pro_pilot,pro_pilot_2,x762_lemma_aoa,5,calib_stone_2 - When did you learn the word [[Field-2]]?,calib_stone_2,stone
pro_pilot,pro_pilot_2,x763_lemma_aoa,1,calib_puppy_1 - When did you learn the word [[Field-2]]?,calib_puppy_1,puppy
pro_pilot,pro_pilot_2,x764_lemma_aoa,2,attn_sock_1 - When did you learn the word [[Field-2]]?,attn_sock_1,sock
pro_pilot,pro_pilot_2,x765_lemma_aoa,4,attn_cake_1 - When did you learn the word [[Field-2]]?,attn_cake_1,cake
pro_pilot,pro_pilot_2,x766_lemma_aoa,3,attn_sandbox_1 - When did you learn the word [[Field-2]]?,attn_sandbox_1,sandbox
pro_pilot,pro_pilot_3,x72_lemma_aoa,1,cat_1 - When did you learn the word [[Field-2]]?,cat_1,cat
pro_pilot,pro_pilot_3,x106_lemma_aoa,2,see_1 - When did you learn the word [[Field-2]]?,see_1,see
pro_pilot,pro_pilot_3,x216_lemma_aoa,3,spoon_1 - When did you learn the word [[Field-2]]?,spoon_1,spoon
pro_pilot,pro_pilot_3,x247_lemma_aoa,3,animal_1 - When did you learn the word [[Field-2]]?,animal_1,animal
pro_pilot,pro_pilot_3,x299_lemma_aoa,5,catch_4 - When did you learn the word [[Field-2]]?,catch_4,catch
pro_pilot,pro_pilot_3,x344_lemma_aoa,1,water_1 - When did you learn the word [[Field-2]]?,water_1,water
pro_pilot,pro_pilot_3,x379_lemma_aoa,1,dog_2 - When did you learn the word [[Field-2]]?,dog_2,dog
pro_pilot,pro_pilot_3,x381_lemma_aoa,3,dirty_2 - When did you learn the word [[Field-2]]?,dirty_2,dirty
pro_pilot,pro_pilot_3,x444_lemma_aoa,5,cry_2 - When did you learn the word [[Field-2]]?,cry_2,cry
pro_pilot,pro_pilot_3,x450_lemma_aoa,5,sun_1 - When did you learn the word [[Field-2]]?,sun_1,sun
pro_pilot,pro_pilot_3,x459_lemma_aoa,7,shower_2 - When did you learn the word [[Field-2]]?,shower_2,shower
pro_pilot,pro_pilot_3,x461_lemma_aoa,4,fork_1 - When did you learn the word [[Field-2]]?,fork_1,fork
pro_pilot,pro_pilot_3,x472_lemma_aoa,4,tired_1 - When did you learn the word [[Field-2]]?,tired_1,tired
pro_pilot,pro_pilot_3,x479_lemma_aoa,6,lamp_1 - When did you learn the word [[Field-2]]?,lamp_1,lamp
pro_pilot,pro_pilot_3,x485_lemma_aoa,2,blanket_1 - When did you learn the word [[Field-2]]?,blanket_1,blanket
pro_pilot,pro_pilot_3,x492_lemma_aoa,5,mouse_1 - When did you learn the word [[Field-2]]?,mouse_1,mouse
pro_pilot,pro_pilot_3,x493_lemma_aoa,5,wet_1 - When did you learn the word [[Field-2]]?,wet_1,wet
pro_pilot,pro_pilot_3,x494_lemma_aoa,4,dirty_1 - When did you learn the word [[Field-2]]?,dirty_1,dirty
pro_pilot,pro_pilot_3,x514_lemma_aoa,1,hug_1 - When did you learn the word [[Field-2]]?,hug_1,hug
pro_pilot,pro_pilot_3,x539_lemma_aoa,2,money_1 - When did you learn the word [[Field-2]]?,money_1,money
pro_pilot,pro_pilot_3,x554_lemma_aoa,5,squirrel_1 - When did you learn the word [[Field-2]]?,squirrel_1,squirrel
pro_pilot,pro_pilot_3,x572_lemma_aoa,5,awake_1 - When did you learn the word [[Field-2]]?,awake_1,awake
pro_pilot,pro_pilot_3,x574_lemma_aoa,1,potty_1 - When did you learn the word [[Field-2]]?,potty_1,potty
pro_pilot,pro_pilot_3,x578_lemma_aoa,6,helicopter_1 - When did you learn the word [[Field-2]]?,helicopter_1,helicopter
pro_pilot,pro_pilot_3,x580_lemma_aoa,7,break_3 - When did you learn the word [[Field-2]]?,break_3,break
pro_pilot,pro_pilot_3,x582_lemma_aoa,4,break_8 - When did you learn the word [[Field-2]]?,break_8,break
pro_pilot,pro_pilot_3,x586_lemma_aoa,5,read_1 - When did you learn the word [[Field-2]]?,read_1,read
pro_pilot,pro_pilot_3,x590_lemma_aoa,2,head_7 - When did you learn the word [[Field-2]]?,head_7,head
pro_pilot,pro_pilot_3,x598_lemma_aoa,3,kitchen_1 - When did you learn the word [[Field-2]]?,kitchen_1,kitchen
pro_pilot,pro_pilot_3,x662_lemma_aoa,2,drink_1 - When did you learn the word [[Field-2]]?,drink_1,drink
pro_pilot,pro_pilot_3,x703_lemma_aoa,5,pull_3 - When did you learn the word [[Field-2]]?,pull_3,pull
pro_pilot,pro_pilot_3,x712_lemma_aoa,2,lollipop_1 - When did you learn the word [[Field-2]]?,lollipop_1,lollipop
pro_pilot,pro_pilot_3,x723_lemma_aoa,6,wash_1 - When did you learn the word [[Field-2]]?,wash_1,wash
pro_pilot,pro_pilot_3,x760_lemma_aoa,5,calib_glue_1 - When did you learn the word [[Field-2]]?,calib_glue_1,glue
pro_pilot,pro_pilot_3,x761_lemma_aoa,3,calib_ball_3 - When did you learn the word [[Field-2]]?,calib_ball_3,ball
pro_pilot,pro_pilot_3,x762_lemma_aoa,5,calib_stone_2 - When did you learn the word [[Field-2]]?,calib_stone_2,stone
pro_pilot,pro_pilot_3,x763_lemma_aoa,2,calib_puppy_1 - When did you learn the word [[Field-2]]?,calib_puppy_1,puppy
pro_pilot,pro_pilot_3,x764_lemma_aoa,4,attn_sock_1 - When did you learn the word [[Field-2]]?,attn_sock_1,sock
pro_pilot,pro_pilot_3,x765_lemma_aoa,1,attn_cake_1 - When did you learn the word [[Field-2]]?,attn_cake_1,cake
pro_pilot,pro_pilot_3,x766_lemma_aoa,4,attn_sandbox_1 - When did you learn the word [[Field-2]]?,attn_sandbox_1,sandbox
pro_pilot,pro_pilot_4,x72_lemma_aoa,2,cat_1 - When did you learn the word [[Field-2]]?,cat_1,cat
pro_pilot,pro_pilot_4,x106_lemma_aoa,1,see_1 - When did you learn the word [[Field-2]]?,see_1,see
pro_pilot,pro_pilot_4,x216_lemma_aoa,1,spoon_1 - When did you learn the word [[Field-2]]?,spoon_1,spoon
pro_pilot,pro_pilot_4,x247_lemma_aoa,1,animal_1 - When did you learn the word [[Field-2]]?,animal_1,animal
pro_pilot,pro_pilot_4,x299_lemma_aoa,2,catch_4 - When did you learn the word [[Field-2]]?,catch_4,catch
pro_pilot,pro_pilot_4,x344_lemma_aoa,2,water_1 - When did you learn the word [[Field-2]]?,water_1,water
pro_pilot,pro_pilot_4,x379_lemma_aoa,2,dog_2 - When did you learn the word [[Field-2]]?,dog_2,dog
pro_pilot,pro_pilot_4,x381_lemma_aoa,3,dirty_2 - When did you learn the word [[Field-2]]?,dirty_2,dirty
pro_pilot,pro_pilot_4,x444_lemma_aoa,2,cry_2 - When did you learn the word [[Field-2]]?,cry_2,cry
pro_pilot,pro_pilot_4,x450_lemma_aoa,3,sun_1 - When did you learn the word [[Field-2]]?,sun_1,sun
pro_pilot,pro_pilot_4,x459_lemma_aoa,3,shower_2 - When did you learn the word [[Field-2]]?,shower_2,shower
pro_pilot,pro_pilot_4,x461_lemma_aoa,2,fork_1 - When did you learn the word [[Field-2]]?,fork_1,fork
pro_pilot,pro_pilot_4,x472_lemma_aoa,3,tired_1 - When did you learn the word [[Field-2]]?,tired_1,tired
pro_pilot,pro_pilot_4,x479_lemma_aoa,3,lamp_1 - When did you learn the word [[Field-2]]?,lamp_1,lamp
pro_pilot,pro_pilot_4,x485_lemma_aoa,2,blanket_1 - When did you learn the word [[Field-2]]?,blanket_1,blanket
pro_pilot,pro_pilot_4,x492_lemma_aoa,2,mouse_1 - When did you learn the word [[Field-2]]?,mouse_1,mouse
pro_pilot,pro_pilot_4,x493_lemma_aoa,2,wet_1 - When did you learn the word [[Field-2]]?,wet_1,wet
pro_pilot,pro_pilot_4,x494_lemma_aoa,3,dirty_1 - When did you learn the word [[Field-2]]?,dirty_1,dirty
pro_pilot,pro_pilot_4,x514_lemma_aoa,2,hug_1 - When did you learn the word [[Field-2]]?,hug_1,hug
pro_pilot,pro_pilot_4,x539_lemma_aoa,2,money_1 - When did you learn the word [[Field-2]]?,money_1,money
pro_pilot,pro_pilot_4,x554_lemma_aoa,3,squirrel_1 - When did you learn the word [[Field-2]]?,squirrel_1,squirrel
pro_pilot,pro_pilot_4,x572_lemma_aoa,2,awake_1 - When did you learn the word [[Field-2]]?,awake_1,awake
pro_pilot,pro_pilot_4,x574_lemma_aoa,3,potty_1 - When did you learn the word [[Field-2]]?,potty_1,potty
pro_pilot,pro_pilot_4,x578_lemma_aoa,4,helicopter_1 - When did you learn the word [[Field-2]]?,helicopter_1,helicopter
pro_pilot,pro_pilot_4,x580_lemma_aoa,3,break_3 - When did you learn the word [[Field-2]]?,break_3,break
pro_pilot,pro_pilot_4,x582_lemma_aoa,3,break_8 - When did you learn the word [[Field-2]]?,break_8,break
pro_pilot,pro_pilot_4,x586_lemma_aoa,2,read_1 - When did you learn the word [[Field-2]]?,read_1,read
pro_pilot,pro_pilot_4,x590_lemma_aoa,2,head_7 - When did you learn the word [[Field-2]]?,head_7,head
pro_pilot,pro_pilot_4,x598_lemma_aoa,2,kitchen_1 - When did you learn the word [[Field-2]]?,kitchen_1,kitchen
pro_pilot,pro_pilot_4,x662_lemma_aoa,3,drink_1 - When did you learn the word [[Field-2]]?,drink_1,drink
pro_pilot,pro_pilot_4,x703_lemma_aoa,3,pull_3 - When did you learn the word [[Field-2]]?,pull_3,pull
pro_pilot,pro_pilot_4,x712_lemma_aoa,3,lollipop_1 - When did you learn the word [[Field-2]]?,lollipop_1,lollipop
pro_pilot,pro_pilot_4,x723_lemma_aoa,3,wash_1 - When did you learn the word [[Field-2]]?,wash_1,wash
pro_pilot,pro_pilot_4,x760_lemma_aoa,3,calib_glue_1 - When did you learn the word [[Field-2]]?,calib_glue_1,glue
pro_pilot,pro_pilot_4,x761_lemma_aoa,1,calib_ball_3 - When did you learn the word [[Field-2]]?,calib_ball_3,ball
pro_pilot,pro_pilot_4,x762_lemma_aoa,3,calib_stone_2 - When did you learn the word [[Field-2]]?,calib_stone_2,stone
pro_pilot,pro_pilot_4,x763_lemma_aoa,3,calib_puppy_1 - When did you learn the word [[Field-2]]?,calib_puppy_1,puppy
pro_pilot,pro_pilot_4,x764_lemma_aoa,1,attn_sock_1 - When did you learn the word [[Field-2]]?,attn_sock_1,sock
pro_pilot,pro_pilot_4,x765_lemma_aoa,3,attn_cake_1 - When did you learn the word [[Field-2]]?,attn_cake_1,cake
pro_pilot,pro_pilot_4,x766_lemma_aoa,2,attn_sandbox_1 - When did you learn the word [[Field-2]]?,attn_sandbox_1,sandbox
pro_pilot,pro_pilot_5,x72_lemma_aoa,2,cat_1 - When did you learn the word [[Field-2]]?,cat_1,cat
pro_pilot,pro_pilot_5,x106_lemma_aoa,3,see_1 - When did you learn the word [[Field-2]]?,see_1,see
pro_pilot,pro_pilot_5,x216_lemma_aoa,3,spoon_1 - When did you learn the word [[Field-2]]?,spoon_1,spoon
pro_pilot,pro_pilot_5,x247_lemma_aoa,4,animal_1 - When did you learn the word [[Field-2]]?,animal_1,animal
pro_pilot,pro_pilot_5,x299_lemma_aoa,4,catch_4 - When did you learn the word [[Field-2]]?,catch_4,catch
pro_pilot,pro_pilot_5,x344_lemma_aoa,3,water_1 - When did you learn the word [[Field-2]]?,water_1,water
pro_pilot,pro_pilot_5,x379_lemma_aoa,2,dog_2 - When did you learn the word [[Field-2]]?,dog_2,dog
pro_pilot,pro_pilot_5,x381_lemma_aoa,4,dirty_2 - When did you learn the word [[Field-2]]?,dirty_2,dirty
pro_pilot,pro_pilot_5,x444_lemma_aoa,3,cry_2 - When did you learn the word [[Field-2]]?,cry_2,cry
pro_pilot,pro_pilot_5,x450_lemma_aoa,3,sun_1 - When did you learn the word [[Field-2]]?,sun_1,sun
pro_pilot,pro_pilot_5,x459_lemma_aoa,4,shower_2 - When did you learn the word [[Field-2]]?,shower_2,shower
pro_pilot,pro_pilot_5,x461_lemma_aoa,3,fork_1 - When did you learn the word [[Field-2]]?,fork_1,fork
pro_pilot,pro_pilot_5,x472_lemma_aoa,3,tired_1 - When did you learn the word [[Field-2]]?,tired_1,tired
pro_pilot,pro_pilot_5,x479_lemma_aoa,4,lamp_1 - When did you learn the word [[Field-2]]?,lamp_1,lamp
pro_pilot,pro_pilot_5,x485_lemma_aoa,3,blanket_1 - When did you learn the word [[Field-2]]?,blanket_1,blanket
pro_pilot,pro_pilot_5,x492_lemma_aoa,4,mouse_1 - When did you learn the word [[Field-2]]?,mouse_1,mouse
pro_pilot,pro_pilot_5,x493_lemma_aoa,3,wet_1 - When did you learn the word [[Field-2]]?,wet_1,wet
pro_pilot,pro_pilot_5,x494_lemma_aoa,4,dirty_1 - When did you learn the word [[Field-2]]?,dirty_1,dirty
pro_pilot,pro_pilot_5,x514_lemma_aoa,2,hug_1 - When did you learn the word [[Field-2]]?,hug_1,hug
pro_pilot,pro_pilot_5,x539_lemma_aoa,5,money_1 - When did you learn the word [[Field-2]]?,money_1,money
pro_pilot,pro_pilot_5,x554_lemma_aoa,7,squirrel_1 - When did you learn the word [[Field-2]]?,squirrel_1,squirrel
pro_pilot,pro_pilot_5,x572_lemma_aoa,4,awake_1 - When did you learn the word [[Field-2]]?,awake_1,awake
pro_pilot,pro_pilot_5,x574_lemma_aoa,2,potty_1 - When did you learn the word [[Field-2]]?,potty_1,potty
pro_pilot,pro_pilot_5,x578_lemma_aoa,6,helicopter_1 - When did you learn the word [[Field-2]]?,helicopter_1,helicopter
pro_pilot,pro_pilot_5,x580_lemma_aoa,3,break_3 - When did you learn the word [[Field-2]]?,break_3,break
pro_pilot,pro_pilot_5,x582_lemma_aoa,4,break_8 - When did you learn the word [[Field-2]]?,break_8,break
